	Tr1: BatfKO v Control	Tr1: BatfKO v Irf1KO	Tr1: Irf1KO v Control
Krtap27-1	-0.114569913	0.005085706	-0.119655619
Krtap31-2	-0.115525697	0.004606292	-0.120131989
Krtap4-9	0	0	0
Krtap5-3	0	0	0
Krtap6-1	0	0	0
Krtap6-2	0	0	0
Krtap9-3	0	0	0
Krtcap2	0.13268009	-0.194101635	0.326781725
Krtcap3	0.060486386	0.559002595	-0.49851621
Krtdap	0	0	0
Ksr1	0.081276764	0.349288781	-0.268012017
Ksr2	-0.1475877	-0.419188774	0.271601075
Kti12	0.048492824	0.662335208	-0.613842384
Ktn1	0.041343005	-0.738183366	0.779526372
Kxd1	-0.146341645	-0.324698967	0.178357322
Ky	0	0	0
Kynu	0	0	0
L1cam	-0.977389914	-1.939089518	0.961699604
L1td1	0	0	0
L2hgdh	-0.056334494	0.255835698	-0.312170192
L3hypdh	-0.070245609	-0.574443738	0.504198129
L3mbtl1	0	0	0
L3mbtl2	0.505704394	0.228175469	0.277528924
L3mbtl3	0.199442622	0.184569922	0.0148727
L3mbtl4	0	0	0
LOC100034739	0	0	0
LOC100042049	0	0	0
LOC100045653	0	0	0
LOC100047133	0	0	0
LOC100134990	0	0	0
LOC100233207	0	0	0
LOC100270707	0	0	0
LOC100272221	0	0	0
LOC100302567	0	0	0
LOC100302626	0	0	0
LOC100302688	0	0	0
LOC100303645	0	0	0
LOC100316870	0	0	0
LOC100415784	0	0	0
LOC100417125	0	0	0
LOC100499420	0	0	0
LOC100502820	0	0	0
LOC100502868	0	0	0
LOC100502920	0	0	0
LOC100502921	0	0	0
LOC100502936	0	0	0
LOC100502953	0	0	0
LOC100503197	0	0	0
LOC100503474	0	0	0
LOC100503496	-0.056847064	-0.086392042	0.029544978
LOC100503676	-0.050660429	-0.422943208	0.372282779
LOC100503704	0	0	0
LOC100503816	0	0	0
LOC100503962	0	0	0
LOC100504069	0	0	0
LOC100504202	0	0	0
LOC100504235	0	0	0
LOC100504265	0	0	0
LOC100504323	0	0	0
LOC100504473	0	0	0
LOC100504608	-0.056847064	-0.086392042	0.029544978
LOC100504616	0	0	0
LOC100504703	-0.033497309	-0.44861474	0.415117431
LOC100504710	0	0	0
LOC100505025	0.017833559	-0.117626541	0.1354601
LOC100861615	-0.087177543	0.001443079	-0.088620622
LOC101055769	-0.138403538	0.011297285	-0.149700823
LOC101056043	0.397409887	0.149221254	0.248188633
LOC101056149	-0.115525697	0.004606292	-0.120131989
LOC101243624	-0.049283467	-0.066077103	0.016793636
LOC101669761	0.108002188	-0.155865307	0.263867495
LOC102308570	-0.087177543	0.001443079	-0.088620622
LOC102633315	0.078296919	-0.130757474	0.209054393
LOC102634101	-0.041556386	-0.07969797	0.038141584
LOC106740	0.559529755	0.370108871	0.189420885
LOC432488	0	0	0
LOC547349	0	0	0
LOC664987	0	0	0
LOC668917	0	0	0
Lacc1	0.462203361	0.691007286	-0.228803925
Lace1	0.596565082	0.28000475	0.316560332
Lactb	0.074390207	-0.323582864	0.397973072
Lactb2	0.255434396	0.235654365	0.019780031
Lactbl1	-0.058243407	-0.085488375	0.027244969
Lad1	3.365764218	2.555489856	0.810274362
Lag3	-0.372563367	-0.546147669	0.173584302
Lage3	0.048171895	0.135887126	-0.087715231
Lair1	-0.255220704	-0.293993331	0.038772627
Lalba	0.132259678	-1.774192096	1.906451774
Lama1	0.163301326	0.094343518	0.068957808
Lama2	0	0	0
Lama3	-0.256420739	-0.177884135	-0.078536604
Lama4	0	0	0
Lama5	-1.633094671	-2.464613718	0.831519048
Lamb1	0.150220578	0.29522771	-0.145007132
Lamb2	-0.0657758	-0.120250043	0.054474243
Lamb3	0.123393874	-0.000233318	0.123627193
Lamc1	-0.926617666	-0.732287215	-0.194330451
Lamc2	-1.126230059	-1.082106375	-0.044123684
Lamc3	-0.455292324	-0.361372595	-0.093919729
Lamp1	-0.006696355	-0.147257752	0.140561397
Lamp2	-0.240006865	0.045008658	-0.285015524
Lamp3	0.192571646	0.181571579	0.011000067
Lamtor1	-0.412350572	-0.051237965	-0.361112607
Lamtor2	-0.171476998	-0.117212842	-0.054264156
Lamtor3	0.027954565	0.215125381	-0.187170816
Lamtor4	-0.145681925	-0.591267505	0.445585579
Lamtor5	0.111055053	-0.054799999	0.165855052
Lancl1	0.067345859	-0.295386388	0.362732247
Lancl2	0.419222344	0.307805747	0.111416597
Lancl3	0.013429563	0.767178469	-0.753748906
Lap3	0.639817306	0.839110469	-0.199293163
Laptm4a	0.153939125	-0.105769655	0.25970878
Laptm4b	1.189471183	0.597611266	0.591859917
Laptm5	-0.479371355	-0.438963777	-0.040407578
Large	-0.368791942	0.22872067	-0.597512612
Larp1	0.075438879	0.586490166	-0.511051287
Larp1b	-0.26257707	-1.280843133	1.018266063
Larp4	0.14383169	0.193346178	-0.049514489
Larp4b	0.080326738	0.369313479	-0.288986741
Larp6	0	0	0
Larp7	0.083122003	-0.714760252	0.797882256
Lars	0.355111008	0.868127486	-0.513016479
Lars2	0.231005233	-0.046794323	0.277799556
Las1l	0.561046035	0.129232999	0.431813036
Lasp1	-0.391046834	-0.234026761	-0.157020073
Lass2	0	0	0
Lass3	0	0	0
Lass4	0	0	0
Lass5	0	0	0
Lass6	0	0	0
Lat	0.249628891	0.532222942	-0.28259405
Lat2	-0.966693888	-1.170397728	0.20370384
Lats1	-0.263146723	-0.466247626	0.203100903
Lats2	-0.359995136	-0.27154734	-0.088447796
Lax1	0.483941342	0.534748069	-0.050806727
Layn	-0.087177543	0.001443079	-0.088620622
Lbh	-0.034058916	-0.531894096	0.49783518
Lbp	0.169576797	0.056721528	0.112855269
Lbr	0.109546196	0.273008405	-0.163462209
Lbx1	0	0	0
Lbx2	-0.133183681	-0.268171352	0.134987671
Lca5	-0.045853225	-0.102497338	0.056644113
Lca5l	0.015348202	-0.103254199	0.118602401
Lcat	-0.163579682	-0.123618455	-0.039961227
Lce1c	0	0	0
Lce1f	0.015348202	-0.103254199	0.118602401
Lce1g	0	0	0
Lce1h	0	0	0
Lce1m	0.015348202	-0.103254199	0.118602401
Lck	-0.12280511	-0.097830427	-0.024974683
Lclat1	0.205085671	0.433041978	-0.227956307
Lcmt1	-0.119983012	-0.275997659	0.156014647
Lcmt2	0.601773217	0.994561369	-0.392788152
Lcn10	0.653785165	0.630247704	0.023537461
Lcn12	0	0	0
Lcn13	0	0	0
Lcn14	0	0	0
Lcn2	-0.112530338	-0.036488007	-0.076042332
Lcn4	-0.087177543	0.001443079	-0.088620622
Lcn5	0	0	0
Lcn6	0.049385931	-0.001465051	0.050850982
Lcn8	0	0	0
Lcor	-0.107289128	0.132342942	-0.239632071
Lcorl	0.182383599	-0.415822212	0.59820581
Lcp1	-0.683388679	-0.223090808	-0.460297871
Lcp2	0.145140631	-0.07052556	0.215666191
Lct	-0.281273464	-0.685520003	0.404246539
Lctl	0	0	0
Ldb1	-0.242169402	-0.510905344	0.268735942
Ldb2	0	0	0
Ldb3	0.069545653	0.078604756	-0.009059103
Ldha	-0.716060703	-0.738434208	0.022373504
Ldhal6b	-0.087177543	0.001443079	-0.088620622
Ldhb	1.188203681	1.300961687	-0.112758006
Ldhc	0	0	0
Ldhd	0.033270877	-0.012488945	0.045759822
Ldlr	-0.020520057	-0.149141846	0.128621789
Ldlrad1	0	0	0
Ldlrad2	-0.087177543	0.001443079	-0.088620622
Ldlrad3	0.252583419	0.415122896	-0.162539476
Ldlrad4	-0.192673725	-0.869360933	0.676687209
Ldlrap1	0.134445488	-0.369590821	0.504036308
Ldoc1	0	0	0
Ldoc1l	-0.269613099	0.531902767	-0.801515866
Leap2	0	0	0
Lect1	0.015348202	-0.103254199	0.118602401
Lef1	-0.364351427	-0.561713535	0.197362108
Lefty1	-0.008783725	-0.422125503	0.413341778
Lefty2	0.207626958	0.198009875	0.009617083
Lekr1	0.034494133	-0.380880704	0.415374837
Lemd1	0	0	0
Lemd2	0.160344574	-0.744752314	0.905096888
Lemd3	-0.442543936	-0.558460555	0.115916619
Lenep	-0.233520729	-0.38067761	0.147156881
Leng1	0.681309196	0.237767996	0.4435412
Leng8	-0.362705295	-0.563258075	0.20055278
Leng9	-0.182984011	-0.255953886	0.072969875
Leo1	0.013861213	-0.15275006	0.166611273
Lep	0	0	0
Lepr	-0.21477655	-0.297979457	0.083202907
Lepre1	2.158077599	1.420517606	0.737559993
Leprel1	0	0	0
Leprel2	0.231506704	0.163831235	0.067675469
Leprel4	-0.872444952	-0.884121145	0.011676193
Leprot	-0.236540968	-0.079367645	-0.157173323
Leprotl1	-0.430536798	-0.413495643	-0.017041155
Letm1	0.355474448	0.354342704	0.001131743
Letm2	-0.289873138	-0.627540077	0.337666938
Letmd1	-0.112666184	-0.038866774	-0.07379941
Lfng	0.257918947	0.4213191	-0.163400153
Lgals1	-0.214893076	-0.461104986	0.246211911
Lgals12	0.015348202	-0.103254199	0.118602401
Lgals2	0	0	0
Lgals3	-2.671553224	-3.194850259	0.523297035
Lgals3bp	0.269512336	1.260802617	-0.991290282
Lgals4	0.028069635	-0.432127776	0.46019741
Lgals6	0	0	0
Lgals7	-0.135080221	-0.09155235	-0.043527871
Lgals8	-0.048085427	-0.524037539	0.475952112
Lgals9	0.789818716	0.816679476	-0.02686076
Lgalsl	-0.143208346	-0.326631036	0.183422691
Lgi1	-0.07406474	-0.060800361	-0.013264379
Lgi2	-0.115525697	0.004606292	-0.120131989
Lgi3	0	0	0
Lgi4	-0.035522328	-0.232395576	0.196873247
Lgmn	-0.062375128	-0.20610864	0.143733512
Lgr4	0.136271654	-0.184408911	0.320680565
Lgr5	0.144253967	-0.128768414	0.273022381
Lgr6	0.117727236	0.031640667	0.086086569
Lgsn	0	0	0
Lhb	0	0	0
Lhcgr	0	0	0
Lhfp	-0.145378759	-0.225580521	0.080201762
Lhfpl1	0	0	0
Lhfpl2	1.46522353	1.439448937	0.025774593
Lhfpl3	0	0	0
Lhfpl4	0	0	0
Lhfpl5	0	0	0
Lhpp	0.711085552	0.535701942	0.17538361
Lhx1	-0.120176404	0.006994281	-0.127170685
Lhx1os	0.022697327	-0.148442318	0.171139645
Lhx2	0.111918013	-0.200226319	0.312144332
Lhx3	0	0	0
Lhx4	0.017833559	-0.117626541	0.1354601
Lhx5	-0.134056006	-0.126197961	-0.007858045
Lhx6	-0.043007534	-0.447114815	0.404107281
Lhx9	0	0	0
Lias	0.324792268	-0.237254115	0.562046383
Lif	0.632248767	1.311565321	-0.679316553
Lifr	-0.120176404	0.006994281	-0.127170685
Lig1	0.148041723	0.270901784	-0.122860061
Lig3	-0.046893077	0.489174797	-0.536067875
Lig4	-0.234751417	0.024650052	-0.259401469
Lilra5	0	0	0
Lilra6	0.017833559	-0.117626541	0.1354601
Lilrb3	0	0	0
Lilrb4	-0.936740991	-0.787070538	-0.149670453
Lim2	-0.072684495	-0.061470852	-0.011213643
Lima1	-0.230586984	-0.630641344	0.40005436
Limch1	0.015348202	-0.103254199	0.118602401
Limd1	0.133442568	0.188544716	-0.055102148
Limd2	-0.086054448	-0.18614709	0.100092642
Lime1	-1.128658741	-1.068427751	-0.06023099
Limk1	-0.251029107	-0.492979823	0.241950715
Limk2	-0.203722952	-0.666092476	0.462369525
Lims1	0.479037923	-0.153127759	0.632165682
Lims2	0	0	0
Lin28a	0	0	0
Lin28b	0	0	0
Lin37	0.078837158	-0.530596338	0.609433496
Lin52	-0.285326455	-0.191011484	-0.094314971
Lin54	-0.488522538	-0.078040093	-0.410482446
Lin7a	-0.087177543	0.001443079	-0.088620622
Lin7b	0.210788587	-0.103208835	0.313997422
Lin7c	0.172601081	-0.150872244	0.323473325
Lin9	0.023025859	0.319270806	-0.296244947
Lingo1	-0.115525697	0.004606292	-0.120131989
Lingo2	0	0	0
Lingo3	-0.690481107	-0.57321618	-0.117264926
Lingo4	0.106064361	-0.115172904	0.221237265
Lins	0.211153392	0.28811901	-0.076965618
Lipa	0.226492645	-0.027723924	0.254216569
Lipc	0	0	0
Lipe	-0.785471426	-1.570726683	0.785255257
Lipf	0	0	0
Lipg	0.72886012	0.466950651	0.261909469
Liph	0.224121107	0.138124816	0.085996291
Lipm	0.152591934	0.137654639	0.014937295
Lipo1	0.681621132	0.710353712	-0.02873258
Lipt1	0.671856717	0.134184462	0.537672255
Lipt2	-0.613664933	-0.327301501	-0.286363432
Litaf	0.083760697	0.432237527	-0.34847683
Lix1	0.024596175	-0.164130954	0.188727129
Lix1l	0.314868761	-0.202379851	0.517248611
Llgl1	-0.454224111	-0.502435493	0.048211381
Llgl2	-0.474254049	-0.378047782	-0.096206267
Llph	-0.201399336	-0.125707253	-0.075692082
Lman1	-0.067898058	-0.222644379	0.15474632
Lman1l	0	0	0
Lman2	0.013707354	0.045856691	-0.032149337
Lman2l	0.241471742	0.168564191	0.072907551
Lmbr1	0.121506276	-0.124073666	0.245579942
Lmbr1l	0.194076913	-0.293476974	0.487553887
Lmbrd1	-0.597245646	-0.615906562	0.018660916
Lmbrd2	0.509102734	0.685768601	-0.176665867
Lmcd1	0.015348202	-0.103254199	0.118602401
Lmf1	-0.213298462	0.017063857	-0.230362318
Lmf2	-0.138555949	-0.276226797	0.137670849
Lmln	-0.424720241	-0.51020826	0.085488019
Lmna	-0.101643611	-0.678163017	0.576519406
Lmnb1	-0.201107815	0.16574391	-0.366851726
Lmnb2	-0.188110875	0.009482967	-0.197593842
Lmo1	-0.115525697	0.004606292	-0.120131989
Lmo2	-0.192821677	0.061663998	-0.254485674
Lmo3	0	0	0
Lmo4	0.610874036	-0.136972873	0.747846909
Lmo7	0.07395152	-0.287977334	0.361928854
Lmod1	-0.041460085	0.008334456	-0.049794541
Lmod2	0	0	0
Lmod3	0.206325267	-0.209418467	0.415743734
Lmtk2	-0.289703243	-0.406158245	0.116455002
Lmtk3	-1.214961219	-1.671904713	0.456943494
Lmx1a	0	0	0
Lmx1b	0	0	0
Lnp	-0.283919975	0.059780544	-0.343700518
Lnpep	-0.348827931	-0.204075617	-0.144752314
Lnx1	0.016122828	0.072206122	-0.056083294
Lnx2	-0.436206539	-0.519202631	0.082996091
Loh12cr1	0.116444714	0.294968719	-0.178524005
Lonp1	0.152669469	0.009538052	0.143131417
Lonp2	-0.354086587	-0.274288207	-0.07979838
Lonrf1	0.628308672	0.417243355	0.211065317
Lonrf2	0	0	0
Lonrf3	0.252907673	-0.181860639	0.434768312
Lor	0	0	0
Lox	0.017833559	-0.117626541	0.1354601
Loxhd1	0.023115963	-0.152910217	0.17602618
Loxl1	0.272307528	0.282291546	-0.009984018
Loxl2	-0.007947209	-0.184460182	0.176512973
Loxl3	0.078987112	-0.522825385	0.601812497
Loxl4	0.109633547	-0.054045811	0.163679358
Lpar1	0.458352811	0.309852389	0.148500422
Lpar2	-0.004085748	-0.414298083	0.410212335
Lpar3	-0.081623574	-0.537257616	0.455634042
Lpar4	0.185650655	0.173287083	0.012363572
Lpar5	-0.330023548	-0.409969956	0.079946408
Lpar6	0.163287295	0.256158953	-0.092871659
Lpcat1	0.422547365	0.477779271	-0.055231906
Lpcat2	0.046707708	-0.315978577	0.362686285
Lpcat2b	0	0	0
Lpcat3	-0.037503789	0.569658631	-0.60716242
Lpcat4	-0.323746079	-0.551947957	0.228201878
Lpgat1	-0.111631333	-0.186449111	0.074817778
Lphn1	-0.09211602	-0.549392183	0.457276163
Lphn2	-0.112530338	-0.036488007	-0.076042332
Lphn3	0	0	0
Lpin1	-0.131750763	-0.664944924	0.533194161
Lpin2	0.074591442	0.203214617	-0.128623176
Lpin3	-0.713062371	-0.224751048	-0.488311323
Lpl	0	0	0
Lpo	-0.087177543	0.001443079	-0.088620622
Lpp	-0.544435724	-0.063160544	-0.48127518
Lpxn	-1.518530217	-1.600176003	0.081645786
Lrat	-0.114569913	0.005085706	-0.119655619
Lrba	-0.529122506	-0.279032482	-0.250090024
Lrch1	0.523732198	0.884998904	-0.361266706
Lrch2	0	0	0
Lrch3	-0.32723559	-0.405711401	0.078475811
Lrch4-sap25	0	0	0
Lrdd	0	0	0
Lrfn1	-1.012439786	-0.793188913	-0.219250873
Lrfn3	-0.079994913	-1.064585227	0.984590314
Lrfn4	0.461079918	0.676290962	-0.215211044
Lrfn5	0	0	0
Lrg1	0.02117425	-0.135987411	0.157161661
Lrguk	0.112253277	0.14835058	-0.036097303
Lrif1	-0.161356158	-0.586134034	0.424777876
Lrig1	0.669870292	1.232222035	-0.562351743
Lrig2	0.195006572	-0.284791043	0.479797615
Lrig3	0.175271246	0.003066003	0.172205243
Lrit1	0	0	0
Lrit2	0	0	0
Lrit3	0	0	0
Lrmp	0.289465054	0.664794745	-0.375329691
Lrp1	-1.730789937	-1.822328541	0.091538604
Lrp10	-0.192397491	-0.100650717	-0.091746774
Lrp11	-0.227735719	0.40390419	-0.63163991
Lrp12	-0.94209043	-0.74414876	-0.197941671
Lrp1b	-0.098774193	0.151982158	-0.250756352
Lrp2	-0.115525697	0.004606292	-0.120131989
Lrp2bp	-0.022053278	-0.115078314	0.093025036
Lrp3	0.221666517	0.214214435	0.007452082
Lrp4	0.80824633	0.815382462	-0.007136132
Lrp5	-0.084360843	-0.439503974	0.355143131
Lrp6	0.166183669	0.594875143	-0.428691473
Lrp8	0.463185364	0.277289416	0.185895948
Lrpap1	-0.138303036	-0.683218912	0.544915875
Lrpprc	0.429506364	1.014052818	-0.584546454
Lrr1	0.141240437	1.053081053	-0.911840616
Lrrc1	0.438019443	0.193666209	0.244353234
Lrrc10	0.117727236	0.031640667	0.086086569
Lrrc10b	-0.111951172	-0.090570704	-0.021380469
Lrrc14	0.002844267	0.352382041	-0.349537774
Lrrc14b	-0.081635521	-0.141050264	0.059414743
Lrrc15	0	0	0
Lrrc16a	-0.153223506	0.389343807	-0.542567312
Lrrc16b	-0.016816502	-0.159581058	0.142764556
Lrrc17	0.017833559	-0.117626541	0.1354601
Lrrc18	0	0	0
Lrrc19	0	0	0
Lrrc2	-0.289008407	0.030056337	-0.319064744
Lrrc20	-0.086433119	-0.442382769	0.35594965
Lrrc23	-0.056270266	-0.085523098	0.029252832
Lrrc24	-0.609661908	-0.699363202	0.089701294
Lrrc25	-0.125491225	-0.501965128	0.376473903
Lrrc26	-0.096840886	-0.045856406	-0.05098448
Lrrc27	-0.495054879	-0.529150136	0.034095257
Lrrc28	0.999862029	0.972005015	0.027857014
Lrrc29	-0.108873695	-0.079995405	-0.028878291
Lrrc3	-0.03105673	-0.098561417	0.067504687
Lrrc32	-1.525573662	-1.227037123	-0.298536539
Lrrc33	0	0	0
Lrrc34	0	0	0
Lrrc36	-0.016719438	-0.00984451	-0.006874928
Lrrc38	0.168918683	0.117437141	0.051481542
Lrrc39	-0.025961748	-0.312564168	0.28660242
Lrrc3b	-0.087177543	0.001443079	-0.088620622
Lrrc4	0.203716281	0.047454899	0.156261382
Lrrc40	0.380389688	0.913629359	-0.533239671
Lrrc41	0.007554088	-0.17353602	0.181090108
Lrrc42	0.238574444	-0.010139939	0.248714383
Lrrc43	0	0	0
Lrrc45	-0.092838689	0.026917848	-0.119756538
Lrrc46	-0.198818171	-0.257484246	0.058666075
Lrrc47	-0.125943461	0.071272294	-0.197215754
Lrrc48	-0.535330305	-0.14957034	-0.385759965
Lrrc49	0.318760901	0.28945561	0.029305291
Lrrc4b	0.021981497	-0.142568228	0.164549724
Lrrc4c	0	0	0
Lrrc50	0	0	0
Lrrc51	0.202910563	0.134334114	0.068576448
Lrrc56	-0.432958593	-0.079733064	-0.353225529
Lrrc57	-0.112074006	0.073877509	-0.185951514
Lrrc58	-0.032533251	0.229206063	-0.261739314
Lrrc59	-0.092435282	-0.205368567	0.112933285
Lrrc6	0.117727236	0.031640667	0.086086569
Lrrc61	0.153361586	0.010590302	0.142771283
Lrrc63	0.021981497	-0.142568228	0.164549724
Lrrc66	-0.159431817	-0.037547594	-0.121884223
Lrrc67	0	0	0
Lrrc68	0	0	0
Lrrc69	0.015348202	-0.103254199	0.118602401
Lrrc7	0	0	0
Lrrc71	-0.120136034	-0.209285382	0.089149347
Lrrc73	0.347804705	0.347157346	0.000647358
Lrrc74	0.015348202	-0.103254199	0.118602401
Lrrc75a	0.617223208	-0.082255476	0.699478684
Lrrc75b	-0.20668607	-0.180555128	-0.026130941
Lrrc8a	-0.370068998	-0.602656235	0.232587237
Lrrc8b	0.096570654	0.328811034	-0.232240381
Lrrc8c	-0.394189713	-0.145954887	-0.248234826
Lrrc8d	0.425311074	0.320411009	0.104900065
Lrrc8e	-0.056694282	-0.587323446	0.530629163
Lrrc9	0.195992856	0.185908473	0.010084383
Lrrcc1	-0.10253105	-0.577587221	0.475056172
Lrrfip1	-0.295039005	-0.595966201	0.300927196
Lrrfip2	0.494424945	-0.511380713	1.005805658
Lrriq3	-0.048592453	-0.096957396	0.048364942
Lrriq4	0	0	0
Lrrk1	-1.359690749	0.175883278	-1.535574027
Lrrk2	-1.633948562	-1.074357738	-0.559590824
Lrrn1	0	0	0
Lrrn2	0.017833559	-0.117626541	0.1354601
Lrrn3	0	0	0
Lrrn4	-0.03105673	-0.098561417	0.067504687
Lrrn4cl	0	0	0
Lrrtm1	0	0	0
Lrrtm2	-0.041420916	0.106393499	-0.147814415
Lrrtm3	0	0	0
Lrrtm4	0	0	0
Lrsam1	0.103473585	-0.09400738	0.197480965
Lrtm1	-0.051996409	-0.093987467	0.041991058
Lrtm2	-0.091998299	-0.291928357	0.199930057
Lrwd1	0.409210256	0.076867212	0.332343044
Lsamp	0	0	0
Lsg1	0.119132867	-0.045741092	0.164873959
Lsm1	0.018378411	0.307260988	-0.288882578
Lsm10	-0.314179912	-0.498728396	0.184548483
Lsm11	-0.412781277	-0.616042902	0.203261625
Lsm12	-0.064792394	-0.004950633	-0.059841761
Lsm14a	0.204521935	0.063142094	0.141379842
Lsm14b	-0.219838411	-0.645178978	0.425340567
Lsm2	0.543174377	0.717687163	-0.174512787
Lsm3	0.192686399	0.079286299	0.1134001
Lsm4	0.105502441	-0.061698463	0.167200904
Lsm5	0.056685117	-0.099838669	0.156523786
Lsm6	0.311550474	0.277242515	0.034307959
Lsm7	0.303011226	0.628061178	-0.325049953
Lsm8	0.129861375	0.303603159	-0.173741785
Lsmd1	0	0	0
Lsp1	1.804272796	1.176778023	0.627494773
Lsr	-1.074645428	-1.97394538	0.899299952
Lss	-0.228533296	0.011114075	-0.239647371
Lst1	0.177006129	-0.765827171	0.942833299
Lta	-0.448787202	-0.31703452	-0.131752682
Lta4h	0.017274171	-0.045518962	0.062793133
Ltb	-0.745435514	-1.114615796	0.369180282
Ltb4r1	-2.252626125	-2.702991194	0.450365069
Ltb4r2	-0.087177543	0.001443079	-0.088620622
Ltbp1	0.051009322	0.038222849	0.012786473
Ltbp2	0.035319443	0.003091693	0.032227749
Ltbp3	-1.077863792	-1.59075272	0.512888929
Ltbp4	-0.100871956	-0.572020045	0.471148089
Ltbr	0.100977991	0.259766478	-0.158788487
Ltc4s	-0.006948135	-0.188049062	0.181100927
Ltf	0	0	0
Ltk	-0.04712555	-0.184176114	0.137050564
Ltn1	0.170747376	0.615557703	-0.444810327
Ltv1	0.16923867	0.599993109	-0.43075444
Luc7l	0.196445791	-0.102745248	0.299191039
Luc7l2	0.227315379	-0.391411932	0.618727311
Luc7l3	0.035031	-0.482445117	0.517476117
Lum	-0.746811066	0.077018604	-0.82382967
Lurap1	-0.040685904	0.030251014	-0.070936918
Luzp1	-0.232897706	0.246640693	-0.479538399
Luzp2	0	0	0
Luzp4	0	0	0
Lxn	-0.327043405	-0.612122137	0.285078732
Ly6a	-0.455356615	0.441967277	-0.897323893
Ly6c1	-1.393921702	-0.172467166	-1.221454535
Ly6c2	-0.323238653	0.320525307	-0.64376396
Ly6d	0.893068756	0.771616574	0.121452182
Ly6e	0.241848874	0.910402121	-0.668553246
Ly6f	-0.773204314	-0.160545977	-0.612658336
Ly6g5b	-0.044001322	0.093117367	-0.137118689
Ly6g5c	0	0	0
Ly6g6c	0.015348202	-0.103254199	0.118602401
Ly6g6d	0.017833559	-0.117626541	0.1354601
Ly6g6e	0	0	0
Ly6g6f	0	0	0
Ly6h	0	0	0
Ly6i	0.878383651	1.294773795	-0.416390144
Ly6k	0.431206244	0.519848206	-0.088641961
Ly75	0.212360086	1.47165147	-1.259291384
Ly86	-0.555689368	0.05648386	-0.612173228
Ly9	-0.141935579	-0.00676078	-0.135174799
Ly96	0.370502237	0.249530462	0.120971776
Lyar	0.436070563	0.148648692	0.287421871
Lyg2	0	0	0
Lyl1	-0.268641313	-0.725562061	0.456920748
Lyn	-0.661177139	-0.764719757	0.103542618
Lynx1	0.104006136	0.575560374	-0.471554238
Lypd1	0	0	0
Lypd3	-0.041556386	-0.07969797	0.038141584
Lypd4	-0.115525697	0.004606292	-0.120131989
Lypd5	0	0	0
Lypd6	0.017833559	-0.117626541	0.1354601
Lypd6b	0.612419166	0.400682733	0.211736432
Lypla1	0.096150758	0.239779606	-0.143628849
Lypla2	-0.154988406	-0.46566074	0.310672334
Lyplal1	0.072619022	-0.002406622	0.075025644
Lyrm1	-0.195325109	0.063805473	-0.259130582
Lyrm2	-0.17819729	-0.063305785	-0.114891504
Lyrm4	0.091576087	0.331698423	-0.240122336
Lyrm5	0.174040207	0.090245093	0.083795114
Lyrm7	0.414104113	1.156075813	-0.7419717
Lyrm9	0.289878152	0.062356534	0.227521618
Lysmd1	-0.026548235	-0.123071395	0.096523159
Lysmd2	-0.16359434	-0.241014236	0.077419896
Lysmd3	-0.085314806	-0.286121016	0.20080621
Lysmd4	0.353533369	0.317842794	0.035690575
Lyst	-0.090329268	-0.21419854	0.123869272
Lyve1	0	0	0
Lyz1	0	0	0
Lyz2	0	0	0
Lyzl1	0	0	0
Lyzl4	0.023115963	-0.152910217	0.17602618
Lzic	0.865612128	0.874408853	-0.008796725
Lztfl1	0.311457658	-0.107744233	0.419201891
Lztr1	0.180730039	0.294972444	-0.114242405
Lzts1	-0.931912578	-0.398997313	-0.532915265
Lzts2	0.205729928	-0.509660652	0.715390581
Lzts3	-0.197180892	-0.251605863	0.054424971
M1ap	-1.714933758	-1.115816818	-0.599116939
M6pr	0.718693045	0.520852338	0.197840707
Maats1	-0.233481945	-0.315031298	0.081549353
Mab21l1	0.152591934	0.137654639	0.014937295
Mab21l2	-0.107691606	-0.15749322	0.049801614
Mab21l3	0.148048607	0.220206126	-0.072157519
Macc1	0	0	0
Macf1	-0.204968057	-0.371277171	0.166309114
Macrod1	-0.446827109	-0.806829788	0.360002679
Macrod2	0.238250811	-0.049086533	0.287337344
Mad1l1	0.066743513	0.034014587	0.032728926
Mad2l1	0.235503094	0.472295489	-0.236792396
Mad2l1bp	-0.196856439	-0.244301664	0.047445225
Mad2l2	-0.264935105	-0.445005537	0.180070432
Madcam1	0.207626958	0.198009875	0.009617083
Madd	-1.329668315	-1.22652075	-0.103147565
Maea	-0.259747519	-0.60048324	0.340735721
Maf	-3.576640819	-3.212366832	-0.364273987
Maf1	-0.352421826	-0.408256611	0.055834785
Mafa	0.41087795	0.212961347	0.197916603
Mafb	-0.087177543	0.001443079	-0.088620622
Maff	0.565605493	0.328147895	0.237457598
Mafg	-0.155371437	-0.962674014	0.807302577
Mafk	-0.028544742	-0.324593678	0.296048936
Mag	0	0	0
Magea10	0	0	0
Magea8	-0.087177543	0.001443079	-0.088620622
Mageb16-ps1	0	0	0
Mageb3	0	0	0
Mageb5	0	0	0
Maged1	-0.56123919	-1.910751707	1.349512517
Maged2	-0.127477477	-1.081003573	0.953526096
Magee1	-0.12550111	0.102836633	-0.228337743
Magee2	0.245040251	0.188318769	0.056721482
Mageh1	-0.148005049	-0.057151201	-0.090853848
Magi1	0.051086937	-0.341346899	0.392433836
Magi2	-0.488709523	-0.167174414	-0.32153511
Magi3	0.059927763	-0.256586508	0.316514271
